NAME,CALORIES,FAT,ACIDS,CARBOHYDRATES,SUGAR,PROTEIN,SALT,PRICE,PICTUREID,TYPE,PRICE_FULL
Ķirši Rimi bez kauliņiem saldēti 400g,58.1,0,0,12.5,8,1,0,8.72,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_811669_PCE_LV",Piena produkti,3.49
Turku jogurts Baltais bez piedevām 300g,118.3,10,8.4,4.4,3,3,0.2,4.83,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_939197_PCE_LV",Piena produkti,1.45
Graudainais biezpiens Annele 7% 180g,119.7,7,4.4,2.7,2.7,12,0.9,8.06,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_266629_PCE_LV",Piena produkti,1.45
Skābais krējums Rimi Smart polipaka 12% 400g,136.2,12,8.3,4.4,4.4,3,0.2,2.22,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_902043_PCE_LV",Piena produkti,0.89
"Saldais krējums Rimi Smart 10%, 200ml",118.1,10,6.7,4,4,3,0.1,3.3,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_812875_PCE_LV",Piena produkti,0.66
Pilnpiena biezpiens Valmiera 9% 180g,155.6,9,0,2,0,16.7,0,6.06,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_287799_PCE_LV",Piena produkti,1.09
"Piens Talsu piensaimnieks 2,5% 1l",55.0,2.5,1.7,4.6,4.6,3.4,0.2,1.29,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_981415_PCE_LV",Piena produkti,1.29
Biezpiena sieriņš Kārums melleņu 45g,338.0,22.1,14.3,25.4,24.4,9.8,0,11.56,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_4005143_PCE_LV",Piena produkti,0.52
"Kefīrs Talsu piensaimnieks 2,5% 1kg",52.1,2.5,1.7,3.4,3.4,3.4,0.2,1.39,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_981414_PCE_LV",Piena produkti,1.39
"Kefīrs Straupe 2,5% 1kg",49.2,2.5,1.5,3.8,3.8,2.9,0.1,1.75,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_299085_PCE_LV",Piena produkti,1.75
