NAME,CALORIES,FAT,ACIDS,CARBOHYDRATES,SUGAR,PROTEIN,SALT,PRICE,PICTUREID,TYPE,PRICE_FULL
Indijas rieksti Rimi kg,588.7,43.9,7.8,30.2,5.9,18.2,0,13.69,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_807418_KGM_LV",Saldumi,13.69
Karamele Rimi Smart Mētra 100g,387.9,0,0,97,70,0,0,4.0,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_809242_PCE_LV",Saldumi,0.4
Linsēklas Rimi 200g,617.1,42.2,3.7,28.9,1.5,18.3,0,9.95,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_805784_PCE_LV",Saldumi,1.99
Šokolādes batoniņš Kinder Bueno 110g,569.8,37.3,17.3,49.5,41.2,8.6,0.3,28.88,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_1008341_PCE_LV",Saldumi,3.09
Krekeri Stiratini ar sezamu 250g,444.8,13,1.3,68,1.7,11,1.1,9.4,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_1011976_PCE_LV",Saldumi,2.35
Krāsnī cepti kartupeļu čipsi Lay's ar jogurta un zaļumu garšu 180g,444.6,14,1.2,71,7.7,6.2,1.3,19.94,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_1008374_PCE_LV",Saldumi,3.59
Prjaņiki Rimi Smart ar šokolādes garšu 200g,387.4,7.8,0.7,69.7,41.9,7.1,0.2,3.7,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_815830_PCE_LV",Saldumi,0.74
Krekeri Laurieri Scrocchi ar rozmarīnu 175g,448.4,14,1.6,66,3,12,2.4,14.8,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_1017080_PCE_LV",Saldumi,2.59
Krekeri Laurieri Scrocchi ar olīvām 175g,452.4,14,1.6,68,3,11,2.4,14.8,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_1018880_PCE_LV",Saldumi,2.59
Suflē konfektes Royal Bird kakao glazūrā kg,416.3,18.4,9.5,61.2,53.2,1.5,0,8.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_1018973_KGM_LV",Saldumi,8.99
Cepumi Selga ar citronu garšu 180g,443.1,13,5.5,72,24,8.2,0.5,7.17,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_1003260_PCE_LV",Saldumi,1.29
Cepumi Kuki Muki 250g,425.7,13.6,5,72.5,54.2,3.7,0.1,15.8,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_279781_PCE_LV",Saldumi,3.95
Čipsi Cheetos ar siera garšu 165g,479.9,23,2,62,6.7,5.6,3.3,18.12,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_181816_PCE_LV",Saldumi,2.99
Rozīnes Rimi bez kauliņiem Golden Jumbo 200g,347.3,0.1,0,82,69,2.9,0.1,18.25,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_805568_PCE_LV",Saldumi,3.65
Cepumi Selga 1kg,442.6,13,7.4,71,22,8.4,0.5,6.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_148108_KGM_LV",Saldumi,6.99
Sausmaizītes Bon Chance krējuma garšas ar sīpolu loku garšvielu maisījumu 120g,494.7,26.9,1.3,52,11.8,7.1,2.2,21.25,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_164180_PCE_LV",Saldumi,2.55
Popkorns Pophouse Classic karamelizēts 180g,444.1,15.3,6.2,75.8,50,3.5,1.2,7.17,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_197633_PCE_LV",Saldumi,1.29
Čipsi Lorenz Naturals ar rozmarīnu 100g,528.7,32,2.6,53,2.4,5.8,0,19.9,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_164647_PCE_LV",Saldumi,1.99
Kartupeļu čipsi Jersika's ar Parmas sieru 90g,477.8,19,0.1,65,4.6,4.6,2,22.11,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_1008542_PCE_LV",Saldumi,1.99
Cepumi Jaffa šokolādē ar ķiršu garšas želeju 135g,367.4,6.8,3.6,70,47,4.2,0.2,7.33,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_814363_PCE_LV",Saldumi,0.99
Tumšā šokolāde Pergale 72% 85g,559.8,42,25,32,27,9.1,0,25.29,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_1013210_PCE_LV",Saldumi,2.15
Vafeles Roshen ar kokosriekstu un mandeļu pildījumu 216g,554.0,34.1,21.5,56.2,33.4,5.1,0.2,8.1,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_1018967_PCE_LV",Saldumi,1.75
Vafeles Selga ar lazdu riekstiem 90g,518.6,27.6,16.4,61.5,29.8,6.1,0.6,12.78,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_160560_PCE_LV",Saldumi,1.15
Cepumi Bonne Mamman citronu 125g,440.7,17,9.5,66,40,5,0.3,29.52,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_177043_PCE_LV",Saldumi,3.69
Kēkss St. Michel Biscuits mini ar šokolādes gabaliņiem 175g,437.4,21,3.2,55,30,5.5,0.7,15.37,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_179069_PCE_LV",Saldumi,2.69
Cepumi Oreo kakao ar vaniļas garšas pildījumu 44g,473.7,19,5.4,67,35,5.6,0.7,22.5,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_177133_PCE_LV",Saldumi,0.99
Konfektes Maska kg,512.4,27,13,61,59,5,0.1,16.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_191327_KGM_LV",Saldumi,16.99
