NAME,CALORIES,FAT,ACIDS,CARBOHYDRATES,SUGAR,PROTEIN,SALT,PRICE,PICTUREID,TYPE,PRICE_FULL
Sparģeļi zaļie 250g,20,0.1,0,3.9,1.9,2.2,0,15.96,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_1.0,f_auto,q_auto:low,w_350/d_ecommerce:backend-fallback.png/MAT_996880_PCE_LV",Augļi un Dārzeņi,3.99
Karambola,31,0.33,0,6.73,3.98,01.04,0,2.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_1.0,f_auto,q_auto:low,w_350/d_ecommerce:backend-fallback.png/MAT_219560_PCE_LV",Augļi un Dārzeņi,2.99
Ķirbji sviesta kg,41,0.1,0.1,10,9,0.3,0,1.39,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_1.0,f_auto,q_auto:low,w_350/d_ecommerce:backend-fallback.png/MAT_212564_KGM_LV",Augļi un Dārzeņi,1.39
Pitaija,61,0.5,0,15,9,1.1,0,5.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_1.0,f_auto,q_auto:low,w_350/d_ecommerce:backend-fallback.png/MAT_295455_PCE_LV",Augļi un Dārzeņi,5.99
Salāti Gentile 2. šķira kg,11,0,0,0,0,0,0,4.49,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_1.0,f_auto,q_auto:low,w_350/d_ecommerce:backend-fallback.png/MAT_211586_KGM_LV",Augļi un Dārzeņi,4.49
Rambutāns,125,0.8,0,31,29,1.6,0.01,24.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_1.0,f_auto,q_auto:low,w_350/d_ecommerce:backend-fallback.png/MAT_212533_KGM_LV",Augļi un Dārzeņi,24.99
Arbūzi,30,0.2,0,7.6,6.2,0.6,0,1.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_1.0,f_auto,q_auto:low,w_350/d_ecommerce:backend-fallback.png/MAT_285981_KGM_LV",Augļi un Dārzeņi,1.99
Piparmētra 20g,42,0.8,0.2,5.3,5.3,3.5,0,54.50,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_1.0,f_auto,q_auto:low,w_350/d_ecommerce:backend-fallback.png/MAT_814527_PCE_LV",Augļi un Dārzeņi,1.99
Kukurūza I Love Eco saldā 400g,129,2,0.5,28,9.4,4.9,0.02,6.47,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_1.0,f_auto,q_auto:low,w_350/d_ecommerce:backend-fallback.png/MAT_921517_PCE_LV",Augļi un Dārzeņi,2.59
Pipari asie,40,0.32,0,9.14,5.2,1.94,0,9.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_1.0,f_auto,q_auto:low,w_350/d_ecommerce:backend-fallback.png/MAT_210112_KGM_LV",Augļi un Dārzeņi,9.99
