NAME,CALORIES,FAT,ACIDS,CARBOHYDRATES,SUGAR,PROTEIN,SALT,PRICE,PICTUREID,TYPE,PRICE_FULL
"Rupjmaize Rīgas Klaips formas, sagriezta 600g",226.3,1.3,0.2,44,2.9,5.4,1.1,2.33,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_268114_PCE_LV",Maizes produkti,1.4
Maize franču ar ķiploku pildījumu 160g,303.1,14,6.6,38,0.6,5.2,1.5,4.63,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_926534_PCE_LV",Maizes produkti,0.74
Kviešu kliju maize Rimi Beķera 300g,251.0,2.5,0.1,47.2,1.2,7.9,1,1.63,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_810025_PCE_LV",Maizes produkti,0.49
Tostermaize Fazer Gardā 500g,272.5,2.5,0.3,54,3.3,7.6,0,2.9,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_295505_PCE_LV",Maizes produkti,1.45
Baltmaize Rimi Beķera 300g,274.9,3.2,0.2,51.1,1.4,8.7,1,1.3,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_810026_PCE_LV",Maizes produkti,0.39
Tostermaize Tost Maize kraukšķīgā 500g,306.4,6.2,0.7,49.7,4.2,10.2,1.2,2.9,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_987367_PCE_LV",Maizes produkti,1.45
Tostermaize Tost Maize 500g,295.9,3.2,0.2,55,3.2,9.1,1.2,2.58,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_987207_PCE_LV",Maizes produkti,1.29
Maize Grieķu jogurta 300g,285.4,3.2,0.1,50.5,5.8,11.1,1,4.83,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_928816_PCE_LV",Maizes produkti,1.45
Baltmaize Fazer Gardā sagriezta 400g,273.2,2.3,0.3,54,3.2,7.6,0,4.37,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_286108_PCE_LV",Maizes produkti,1.75
Rīvmaize Rimi 400g,360.9,1.3,0.6,73.9,3.6,11.5,1.1,3.42,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_807909_PCE_LV",Maizes produkti,1.37
Mākoņmaize Druva XXL 500g + 200g,269.8,1.5,0.2,53,3.8,8,1,1.84,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_4000365_PCE_LV",Maizes produkti,1.29
"Tostermaize kviešu Rimi Beķera, sagriezta 500g",257.9,2.7,0.3,49,5.2,9.8,1.2,1.98,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_813534_PCE_LV",Maizes produkti,0.99
Maize melnā Latvijas graudu ar sēklam 340g,310.0,11.6,1.2,37.7,9.1,10.8,1,3.97,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_952512_PCE_LV",Maizes produkti,1.35
Tostermaize Druvas sagriezta 500g,255.3,1.4,0.3,52,3.2,7.8,0,3.18,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_215470_PCE_LV",Maizes produkti,1.59
Īsta saldskābmaize Lāči no lielā kukuļa 310g,275.6,1.1,0,56.4,11.7,6.3,0,5.0,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_276537_PCE_LV",Maizes produkti,1.55
Groziņi sāļie 300g,451.0,25.8,8.5,47.2,0.3,7.3,1.6,9.83,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_275262_PCE_LV",Maizes produkti,2.95
Polārmaize Fazer auzu 180g,255.0,3,0.5,43,7.3,11,0.7,13.83,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_956931_PCE_LV",Maizes produkti,2.49
Baltmaize Fazer kefīra 350g,302.1,4,0.6,56.6,5.8,9.1,1,3.97,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_918897_PCE_LV",Maizes produkti,1.39
Maiziņš pilngraudu 240g,302.3,8.7,0.5,35.2,4,12.9,0.9,6.46,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_937593_PCE_LV",Maizes produkti,1.55
Tostermaize Tostē klasiskā sagriezta 500g,279.6,4.4,0.1,50.1,3.6,8.6,0,2.96,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_224536_PCE_LV",Maizes produkti,1.48
Sausmaizītes Rimi rudzu ar skābā krējuma garšu 150g,375.0,9,0.7,57,3.6,9.5,1.4,19.93,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_809628_PCE_LV",Maizes produkti,2.99
Baltmaize Lāči īstā sagriezta 400g,270.8,3.1,0.6,51,3.2,7.7,0,4.72,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_282633_PCE_LV",Maizes produkti,1.89
Rudzu maize Kuršu pilngraudu 390g,222.8,1.4,0.2,42.1,4,5.6,1.1,3.56,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_4000818_PCE_LV",Maizes produkti,1.39
Tumšā sēklu maize Pļavas Vizbulīte 360g,292.5,6.9,0.9,45,2,10,1.1,4.31,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_986299_PCE_LV",Maizes produkti,1.55
Rudzu maize Zeltene 1/2 sagriezta 390g,222.3,1.6,0.3,41.7,5.7,6.5,1,2.28,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_290637_PCE_LV",Maizes produkti,0.89
Rudzu rikas ar diedzētiem graudiem 240g,243.1,1.7,0.3,42,4.8,9.4,1.1,6.63,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_975043_PCE_LV",Maizes produkti,1.59
Kliju maize Flora sagriezta 250g,256.9,3.4,0.3,45,1.9,8.5,1,5.0,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_284378_PCE_LV",Maizes produkti,1.25
"Sausmaizītes Selga ar auzu pārslām, saulespuķu sēklām un linsēklām 200g",528.7,35.4,3.8,29,4,17,0.7,15.45,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_996891_PCE_LV",Maizes produkti,3.09
Baltmaize Lielā galda sagriezta 500g,264.3,2.3,0.1,50.5,1.3,7.7,1,3.18,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_279780_PCE_LV",Maizes produkti,1.59
Īsta rupjmaize Lāči no lielā kukuļa 400g,262.7,1.4,0.1,47,10,8.8,0.8,5.62,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_276534_PCE_LV",Maizes produkti,2.25
Sausmaizītes Rimi rudzu ar ķiplokiem 150g,371.9,8.8,0.6,57,4.5,9.3,1.4,19.93,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_809619_PCE_LV",Maizes produkti,2.99
Baltmaize Lāči īstā sagriezta 190g,270.8,3.1,0.6,51,3.2,7.7,0,5.74,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_267732_PCE_LV",Maizes produkti,1.09
